food_id,food_name,category,ingredients,contains_allergens,allergen_score,calories,protein_g,fat_g,carbs_g,sodium_mg,sugar_g,fiber_g,serving_size_g,is_vegan,is_gluten_free,is_dairy_free,price_usd,brand,country,spice_level,shelf_life_days,image_url,packaging_type,rating
99,Soup,Snack,"salt, pepper, water",,0.24082850652000642,560,33.20080367242913,3.0559421341902935,84.13317983314798,172,14.021421890543696,15.969420161717112,364,1,1,0,14.25,BrandD,UK,3,80,https://source.unsplash.com/featured/?soup&sig=99,Wrapper,2.09
100,Samosa,Indian,"oil, potato, spices",,0.32935328375020256,459,11.343704894290457,48.29733689288483,9.70529403981451,777,58.13946018278717,13.416200250555185,373,1,1,0,19.47,BrandA,Australia,3,269,https://source.unsplash.com/featured/?samosa&sig=100,Wrapper,3.81
101,Curry,Indian,"oil, tomato, onion, spices",,0.8038228492396391,142,12.508148237931008,39.32407104702471,10.10270501591778,329,1.1703344648406144,10.68957214144758,353,0,0,0,16.21,BrandA,Canada,0,235,https://source.unsplash.com/featured/?curry&sig=101,Bottle,4.77
102,Salad,Snack,"cucumber, lettuce, tomato, olive oil",,0.7380321681991426,601,38.97244411299172,25.326672703910702,67.99304725648301,614,2.455196033330491,13.979764982561873,469,1,0,0,19.78,BrandA,Canada,0,218,https://source.unsplash.com/featured/?salad&sig=102,Box,3.55
103,Sushi,Chinese,"salmon, soy sauce, nori",soy,0.36803901800713523,669,14.786953459439125,27.166028971854292,13.372462824666846,737,5.486926775438388,16.15587275414205,369,1,1,1,9.84,BrandA,Canada,4,153,https://source.unsplash.com/featured/?sushi&sig=103,Box,4.36
104,Ice Cream,Dessert,"milk, cream, vanilla, sugar",dairy,0.5203681859984836,416,11.042967820607544,25.242741517094878,99.03953175846557,592,34.592902980530965,4.723915985117637,400,0,0,0,12.57,BrandC,UK,4,51,https://source.unsplash.com/featured/?ice-cream&sig=104,Box,1.9
105,Sushi,Chinese,"salmon, soy sauce, nori, rice",soy,0.9626430834476759,245,26.324168381084036,25.34755742133277,50.18852086444477,548,57.28005408423273,19.097607944646946,299,1,1,0,19.37,BrandA,Australia,0,30,https://source.unsplash.com/featured/?sushi&sig=105,Box,1.89
106,Noodles,Chinese,"oil, vegetables, soy sauce",soy,0.9755893107885394,188,14.660632169756223,3.5637940205886434,63.17128310779858,260,10.822807750237118,3.057587166069209,170,1,0,1,7.14,BrandB,USA,4,69,https://source.unsplash.com/featured/?noodles&sig=106,Bottle,4.44
107,Sushi,Chinese,"nori, salmon, rice",,0.3267629423395716,262,27.23118351603044,13.918864055175973,69.24251518876173,788,38.39186170154433,11.616271107673523,139,0,1,1,4.07,BrandB,India,2,71,https://source.unsplash.com/featured/?sushi&sig=107,Bottle,3.78
108,Noodles,Chinese,"oil, vegetables, noodles",,0.6405517318026069,199,39.879027855712266,20.02037047866399,71.4710255301274,224,18.662159617965553,11.818720992812977,445,1,1,0,14.53,BrandE,USA,0,164,https://source.unsplash.com/featured/?noodles&sig=108,Box,3.46
109,Tacos,Fast Food,"cheese, lettuce, tortilla, beef",dairy,0.9189344615107412,305,17.81898557172611,33.19163814332202,26.873140351476696,312,34.68581122775396,1.5306091669450694,298,1,0,0,5.99,BrandA,USA,3,257,https://source.unsplash.com/featured/?tacos&sig=109,Wrapper,4.66
110,Milkshake,Beverage,"ice cream, milk, sugar",dairy,0.5025466199601949,689,21.480090197439292,49.42862502801288,32.77212748136496,715,37.85632040830394,2.08813229493487,55,1,1,0,11.61,BrandB,Australia,1,300,https://source.unsplash.com/featured/?milkshake&sig=110,Wrapper,4.55
111,Paratha,Indian,"butter, salt, wheat flour",gluten,0.4959225409793615,333,7.355309306755449,12.606553591393599,10.864828547802908,230,16.800606997325247,4.229967751707193,73,1,1,0,10.08,BrandA,UK,5,99,https://source.unsplash.com/featured/?paratha&sig=111,Pouch,2.2
112,Curry,Indian,"oil, tomato, spices",,0.9176201750882307,167,5.7136546029104105,9.85179989942335,38.693470588319656,209,13.756744042577619,5.526265627238514,225,0,0,0,18.48,BrandC,UK,3,253,https://source.unsplash.com/featured/?curry&sig=112,Box,1.52
113,Tacos,Fast Food,"lettuce, cheese, tortilla, beef",dairy,0.5294763858671315,431,17.270673977725206,11.156639495676355,47.74625344167685,85,31.41598466559633,15.935548669736262,210,1,1,1,6.93,BrandC,USA,5,49,https://source.unsplash.com/featured/?tacos&sig=113,Pouch,3.28
114,Dosa,Indian,"oil, rice, lentils",,0.5020010812464328,512,13.496114075322346,5.784264380932746,72.01441187411322,207,16.72448362734141,8.557552567932788,304,0,0,1,11.17,BrandE,Australia,3,195,https://source.unsplash.com/featured/?dosa&sig=114,Bottle,4.26
115,Biryani,Indian,"onion, rice, yogurt, spices",,0.5484336654275817,297,14.771246329903935,22.66881938706622,43.78725296631538,550,56.89084840807125,15.001788876100976,331,0,1,1,5.71,BrandC,India,2,214,https://source.unsplash.com/featured/?biryani&sig=115,Pouch,3.61
116,Paratha,Indian,"salt, wheat flour, butter",gluten,0.5745637611324063,573,26.255033622785863,23.933920131436317,34.216839028856434,308,0.8538272664618729,2.785064876181982,372,1,1,0,1.1,BrandB,Canada,3,76,https://source.unsplash.com/featured/?paratha&sig=116,Bottle,4.93
117,Paratha,Indian,"butter, wheat flour, salt",gluten,0.565386447847047,130,16.95852064526961,1.8598723826670907,17.295765912256442,262,25.30887738174777,8.16992474126631,481,1,0,1,1.38,BrandA,India,4,220,https://source.unsplash.com/featured/?paratha&sig=117,Bottle,1.36
118,Milkshake,Beverage,"milk, sugar, ice cream",dairy,0.7492736753759187,470,23.934039422847054,40.156269763736816,2.603451221181157,348,33.52598223956121,19.69349254632853,377,1,1,1,9.2,BrandA,Australia,3,263,https://source.unsplash.com/featured/?milkshake&sig=118,Wrapper,2.7
119,Cake,Bakery,"butter, sugar, egg, wheat flour","gluten,egg",0.772667619432721,736,33.13648019897625,8.28660284994862,89.7152353286954,601,9.003360248034124,15.732145263743915,319,0,0,1,14.91,BrandE,Canada,0,280,https://source.unsplash.com/featured/?cake&sig=119,Pouch,3.26
120,Biryani,Indian,"onion, chicken, yogurt",,0.22386133361045057,555,33.85233934433278,1.477492976255118,45.66692239383342,621,0.08054217148519172,13.017067799426842,260,0,1,0,2.53,BrandD,Canada,2,292,https://source.unsplash.com/featured/?biryani&sig=120,Bottle,2.53
121,Paratha,Indian,"butter, wheat flour, salt",gluten,0.3571503976263065,82,12.558995577192107,30.86999628622185,25.43441360560364,293,4.395099742096478,11.56648877244724,430,0,1,1,14.42,BrandE,USA,5,257,https://source.unsplash.com/featured/?paratha&sig=121,Bottle,2.7
122,Chocolate,Dessert,"sugar, cocoa, milk",dairy,0.9896218393420886,737,26.64655578945418,26.729553960747758,86.48542323109679,183,10.502482504865817,14.715899401747741,299,1,1,1,3.85,BrandB,India,1,86,https://source.unsplash.com/featured/?chocolate&sig=122,Box,4.8
123,Salad,Snack,"cucumber, tomato, lettuce",,0.9977851452609199,182,16.215763531038007,15.027460619541467,69.16827398873997,156,27.38869546662218,6.88039631947867,376,0,0,0,7.86,BrandA,USA,3,155,https://source.unsplash.com/featured/?salad&sig=123,Wrapper,4.59
124,Cake,Bakery,"wheat flour, butter, egg","egg,gluten",0.27435647470550983,687,35.8548726276829,45.5466680455816,63.335542359992054,678,7.8083616068826505,12.335285480251382,66,0,1,0,13.6,BrandE,USA,4,163,https://source.unsplash.com/featured/?cake&sig=124,Box,1.92
125,Sandwich,Fast Food,"tomato, bread, lettuce",,0.9211524277901825,668,8.067919060337598,30.484433667007345,95.61999752280616,140,14.059131818604003,14.099441376520405,198,0,1,0,7.04,BrandA,Australia,4,226,https://source.unsplash.com/featured/?sandwich&sig=125,Wrapper,4.23
126,Pizza,Fast Food,"wheat flour, tomato sauce, olive oil",gluten,0.038169517239700856,443,13.721304973807511,14.205311536832493,64.04322978407436,499,47.55754044450208,4.3011059048577405,184,0,0,0,4.87,BrandB,Australia,1,218,https://source.unsplash.com/featured/?pizza&sig=126,Pouch,1.53
127,Chocolate,Dessert,"butter, sugar, cocoa, milk",dairy,0.8617308501180455,594,7.279429550098467,3.745770521109772,64.69365726329514,729,36.72347837267434,15.005394048363064,153,1,1,1,12.7,BrandA,Australia,4,127,https://source.unsplash.com/featured/?chocolate&sig=127,Wrapper,4.52
128,Tacos,Fast Food,"cheese, tortilla, beef",dairy,0.46838844883997766,620,16.84314097558144,2.1473613266701093,88.7063409288532,510,10.715733627404564,16.30687551100701,105,0,1,1,8.71,BrandA,USA,2,265,https://source.unsplash.com/featured/?tacos&sig=128,Bottle,4.5
129,Ice Cream,Dessert,"milk, sugar, vanilla, cream",dairy,0.8482419461578052,262,9.889769958733298,5.880296030383383,40.010262597479546,184,4.139507898054957,19.012027575137818,286,1,0,0,17.44,BrandD,UK,2,79,https://source.unsplash.com/featured/?ice-cream&sig=129,Pouch,3.79
130,Curry,Indian,"spices, oil, tomato",,0.4339813191642572,74,17.787793949846957,9.373965849641712,70.96289481197829,303,24.467932918125502,0.24632982424160899,353,1,0,1,10.94,BrandC,Canada,1,260,https://source.unsplash.com/featured/?curry&sig=130,Bottle,1.9
131,Sushi,Chinese,"salmon, soy sauce, rice, nori",soy,0.3717971994353376,640,22.25405058311634,33.404896096617804,93.07464502230582,87,22.480007558926886,10.691150323371929,187,0,1,0,13.53,BrandC,Canada,0,161,https://source.unsplash.com/featured/?sushi&sig=131,Pouch,2.19
132,Ice Cream,Dessert,"cream, sugar, vanilla",,0.38624039178113334,189,35.09671253369684,47.97569451172399,27.08592745578447,446,0.6938739344891265,3.6877608394676553,63,0,0,1,7.79,BrandE,UK,3,72,https://source.unsplash.com/featured/?ice-cream&sig=132,Wrapper,3.78
133,Burger,Fast Food,"cheese, lettuce, tomato, beef patty, bun",dairy,0.049071746112620884,280,23.897800540612227,7.944009691849185,65.35740537428566,73,39.2947929035086,6.1203612592563665,378,1,1,1,17.96,BrandC,India,2,234,https://source.unsplash.com/featured/?burger&sig=133,Pouch,2.16
134,Idli,Indian,"lentils, salt, rice",,0.9095458814888591,162,1.5151473197388516,38.07474409983758,15.765218931768908,690,59.33479698932075,9.25196853514296,61,1,0,0,7.05,BrandE,Canada,3,60,https://source.unsplash.com/featured/?idli&sig=134,Wrapper,3.02
135,Sushi,Chinese,"salmon, rice, soy sauce",soy,0.09459461837272021,236,33.22424215180106,44.99047426256102,97.43419736295934,85,12.182148182980491,16.84088724569144,290,1,1,0,6.57,BrandB,UK,3,171,https://source.unsplash.com/featured/?sushi&sig=135,Wrapper,4.3
136,Bread,Bakery,"salt, yeast, wheat flour",gluten,0.26716810971492033,411,23.198975145113256,18.950265558920805,12.361550222396575,40,43.711027175305105,3.045265760797402,418,1,0,0,4.97,BrandD,USA,1,50,https://source.unsplash.com/featured/?bread&sig=136,Wrapper,4.76
137,Idli,Indian,"lentils, rice, salt",,0.26703559557426304,391,27.479000124747525,38.92622391053515,32.67711710065867,214,36.44436027836001,15.242756312811567,130,1,0,0,8.33,BrandD,Australia,4,212,https://source.unsplash.com/featured/?idli&sig=137,Wrapper,1.12
138,Biryani,Indian,"spices, yogurt, onion, rice, chicken",,0.5944305578870666,792,29.132627242741858,11.614702000928695,18.911735012094994,175,1.4896378870440485,18.87872016604636,327,0,1,1,7.11,BrandC,India,1,142,https://source.unsplash.com/featured/?biryani&sig=138,Bottle,4.65
139,Curry,Indian,"tomato, onion, oil",,0.6283479413321681,217,31.84098367440113,41.565491359711544,38.9934935459803,269,11.493463216485056,8.781184374376842,395,0,0,1,15.22,BrandA,Australia,4,115,https://source.unsplash.com/featured/?curry&sig=139,Wrapper,4.13
140,Pasta,Italian,"olive oil, pasta, garlic, tomato, cheese",dairy,0.9992596525937015,185,27.253770530926058,16.305220751148077,90.29853460552809,441,19.04329146457224,13.294428233132198,396,0,0,1,11.41,BrandB,Australia,3,50,https://source.unsplash.com/featured/?pasta&sig=140,Wrapper,4.32
141,Noodles,Chinese,"soy sauce, vegetables, oil",soy,0.0939778985644737,362,6.9829006275946375,43.152568699744286,10.031301010641677,29,44.216477454336044,4.170889579849102,321,0,0,0,2.24,BrandA,Canada,4,115,https://source.unsplash.com/featured/?noodles&sig=141,Wrapper,2.1
142,Chocolate,Dessert,"sugar, cocoa, milk, butter",dairy,0.8295715746039527,672,26.655218500529802,6.197308646389024,16.083365349270686,598,14.612796842804743,7.581706566186501,213,0,1,1,19.47,BrandB,USA,2,248,https://source.unsplash.com/featured/?chocolate&sig=142,Bottle,1.91
143,Burger,Fast Food,"lettuce, bun, tomato",,0.6783516938033292,168,34.94270827772782,12.629860287341135,88.2825729750406,54,30.338251637682966,5.594761751021126,448,0,0,1,8.41,BrandD,UK,5,252,https://source.unsplash.com/featured/?burger&sig=143,Box,4.94
144,Pizza,Fast Food,"cheese, olive oil, oregano, tomato sauce",dairy,0.5993791741907131,254,2.3125844567358227,40.363238050336626,30.953948407641793,432,33.88493360121635,3.2298754197040624,395,0,1,0,14.0,BrandA,Australia,4,50,https://source.unsplash.com/featured/?pizza&sig=144,Pouch,4.35
145,Samosa,Indian,"peas, potato, wheat flour",gluten,0.16626989063730058,208,5.530409292137163,28.77612122156118,53.500815892453176,470,40.121186054091865,18.671599435908668,469,0,1,0,18.59,BrandB,UK,0,165,https://source.unsplash.com/featured/?samosa&sig=145,Bottle,1.93
146,Noodles,Chinese,"oil, vegetables, soy sauce, noodles",soy,0.9859767754780538,673,27.306675139320426,5.656384892293042,14.905673589554768,42,5.096707709327806,1.6405625409573266,475,1,1,1,5.27,BrandA,USA,1,125,https://source.unsplash.com/featured/?noodles&sig=146,Wrapper,3.9
147,Cake,Bakery,"sugar, wheat flour, egg, butter","egg,gluten",0.7221017628265074,351,10.542013280576318,16.038531423575954,66.60723491947151,552,45.23842820356699,2.506200137674357,281,0,1,1,15.98,BrandA,UK,5,295,https://source.unsplash.com/featured/?cake&sig=147,Box,2.02
148,Bread,Bakery,"yeast, wheat flour, water",gluten,0.3051624257868786,151,30.274697723630005,46.8399430166662,63.21315743849398,532,17.04296669472705,9.23760806292265,338,0,1,0,16.31,BrandD,Australia,0,164,https://source.unsplash.com/featured/?bread&sig=148,Box,2.74
149,Dosa,Indian,"oil, rice, lentils",,0.8047835143790875,645,24.723463664858173,11.267182752563361,4.719004860607466,511,11.941321740912903,0.8407572951023612,382,1,1,0,17.63,BrandC,UK,4,141,https://source.unsplash.com/featured/?dosa&sig=149,Wrapper,4.16
150,Paratha,Indian,"butter, wheat flour, salt",gluten,0.8836723657506197,676,25.84151304490051,23.708226615606872,95.14903576141151,290,35.397388212942374,19.532670564941156,427,1,1,1,10.67,BrandE,Canada,2,274,https://source.unsplash.com/featured/?paratha&sig=150,Bottle,2.57
151,Sushi,Chinese,"nori, soy sauce, salmon, rice",soy,0.7902494088089848,288,29.36130265134379,34.667568020690375,96.75518205655956,23,27.432080048344115,7.664724555830215,288,1,0,1,6.96,BrandC,UK,2,35,https://source.unsplash.com/featured/?sushi&sig=151,Pouch,2.35
152,Milkshake,Beverage,"milk, ice cream, sugar",dairy,0.8355057695943643,514,14.345896417296437,27.778060524044026,65.7227240971789,713,49.34358169189915,7.344278388488068,138,1,0,1,6.91,BrandE,Canada,5,160,https://source.unsplash.com/featured/?milkshake&sig=152,Box,4.06
153,Pizza,Fast Food,"oregano, cheese, tomato sauce, wheat flour, olive oil","dairy,gluten",0.7327790960304112,248,22.46716146882154,21.429565104032815,24.443412961798924,779,15.944253801402123,8.838907980177899,355,0,0,0,8.73,BrandE,Canada,3,252,https://source.unsplash.com/featured/?pizza&sig=153,Bottle,2.06
154,Bread,Bakery,"salt, water, wheat flour, yeast",gluten,0.8768725113124817,746,21.526182812698377,29.192574400751415,42.24915689470688,87,19.973671157169033,5.481881103607858,166,0,0,1,13.66,BrandC,UK,5,146,https://source.unsplash.com/featured/?bread&sig=154,Wrapper,3.45
155,Idli,Indian,"lentils, salt, rice",,0.28342607018606547,204,4.732813435631647,11.696302758728494,91.20972209334208,759,8.765372422654202,3.602911636978172,358,0,0,0,16.65,BrandC,UK,3,86,https://source.unsplash.com/featured/?idli&sig=155,Bottle,1.62
156,Pizza,Fast Food,"olive oil, tomato sauce, oregano, wheat flour, cheese","dairy,gluten",0.07934202660486922,148,33.18537461687699,41.52302908055947,22.63538615802863,42,59.2467072535372,2.3840307892495805,160,0,1,1,6.57,BrandB,UK,0,291,https://source.unsplash.com/featured/?pizza&sig=156,Pouch,1.27
157,Samosa,Indian,"peas, wheat flour, spices",gluten,0.6067795121842425,687,20.443023694961354,10.3592554614057,13.348558635771054,753,32.8212615879803,8.627218904230725,112,0,0,0,5.24,BrandD,India,3,64,https://source.unsplash.com/featured/?samosa&sig=157,Bottle,1.79
158,Biryani,Indian,"yogurt, rice, onion, spices, chicken",,0.050861432644081384,781,11.362191186488129,30.300149653596833,18.282053678607397,592,5.894100802952488,14.889756640859497,292,1,0,0,11.23,BrandA,India,2,230,https://source.unsplash.com/featured/?biryani&sig=158,Wrapper,3.04
159,Cake,Bakery,"wheat flour, butter, egg, sugar","egg,gluten",0.6756448308971726,584,26.633112807240174,31.44496177496693,57.48340374165507,523,31.977020243146793,11.128307837940026,94,1,0,0,19.79,BrandD,India,2,232,https://source.unsplash.com/featured/?cake&sig=159,Bottle,2.25
160,Sandwich,Fast Food,"tomato, mayonnaise, cheese",dairy,0.04223832031271524,745,21.77527479417779,44.499204146133735,18.023516865264114,237,32.642622262080124,17.88095847860603,369,0,0,0,18.16,BrandC,UK,0,219,https://source.unsplash.com/featured/?sandwich&sig=160,Bottle,1.86
161,Chocolate,Dessert,"cocoa, butter, sugar, milk",dairy,0.1683870338372515,223,11.943647887660275,45.168978463908864,42.020709080661696,153,51.32783036503569,17.179937687408998,379,1,0,0,14.72,BrandA,Canada,4,51,https://source.unsplash.com/featured/?chocolate&sig=161,Wrapper,4.13
162,Tacos,Fast Food,"cheese, lettuce, tortilla",dairy,0.032717981005700225,731,7.959729116120769,16.681786891125807,95.1888131858453,580,5.60971602954176,10.87276530898879,332,0,0,1,19.06,BrandB,Australia,3,51,https://source.unsplash.com/featured/?tacos&sig=162,Box,2.51
163,Dosa,Indian,"lentils, rice, oil",,0.8920901632900455,136,39.89468731349878,1.4066296490710228,38.33083302640718,418,33.900753791735326,2.228448085421355,364,1,1,1,1.83,BrandA,UK,0,283,https://source.unsplash.com/featured/?dosa&sig=163,Pouch,1.87
164,Pasta,Italian,"cheese, olive oil, pasta",dairy,0.3016634961407081,227,22.885590822265765,13.882520553015974,25.990239683913536,364,32.03985186870373,13.07658318669855,226,1,0,1,2.18,BrandA,UK,2,292,https://source.unsplash.com/featured/?pasta&sig=164,Pouch,1.2
165,Sandwich,Fast Food,"mayonnaise, bread, tomato, lettuce",,0.40132349250356836,401,31.201378033805558,4.525498904657114,43.76774295864514,384,59.518890353217365,12.496482772812389,218,0,0,0,3.16,BrandC,Australia,2,170,https://source.unsplash.com/featured/?sandwich&sig=165,Bottle,3.08
166,Pizza,Fast Food,"oregano, olive oil, tomato sauce, wheat flour, cheese","dairy,gluten",0.3522453596818308,327,3.724946099209329,17.42342875605884,51.69421750397136,406,11.262256027519017,2.3945253553180024,367,1,0,0,16.48,BrandD,India,1,230,https://source.unsplash.com/featured/?pizza&sig=166,Pouch,3.58
